message,method,score,actual,runtime(ns)
"$romdon.txt
=?$recipe.txt",C-SIM,0.6515151515151515,C-SIM,0.02490234375
"$animalHouse.txt
=?$aman.txt",C-SIM,0.8125,C-SIM,0.02685546875
"$animalHouse.txt
=?$animalHouse.txt",C-SIM,0.9874999999999999,C-SIM,0.029052734375
"$crossingSong.mp3
=?$drake.txt",C-SIM,0.44662309368191727,C-SIM,0.02392578125
"$aman.txt
=?$recipe.txt",C-SIM,0.6148148148148148,C-SIM,0.02294921875
"$recipe.txt
=?$romdon.txt",C-SIM,0.6515151515151515,C-SIM,0.02294921875
"$romdon.txt
=?$pappar.txt",C-SIM,0.5878787878787879,C-SIM,0.030029296875
"$drake.txt
=?$recipe.txt",C-SIM,0.7333333333333334,C-SIM,0.02197265625
"$aman.txt
=?$aman.txt",C-SIM,0.9777777777777777,C-SIM,0.02001953125
"$romdon.txt
=?$countme.mp3",C-SIM,0.503030303030303,C-SIM,0.036865234375
"$potter.txt
=?$pappar.txt",C-SIM,0.604040404040404,C-SIM,0.034912109375
"$drake.txt
=?$drake.txt",C-SIM,0.98,C-SIM,0.026123046875
"$potter.txt
=?$crossingSong.mp3",C-SIM,0.37563131313131315,C-SIM,0.034912109375
"$musicTest.mp4
=?$aman.txt",C-SIM,0.41865079365079366,C-SIM,0.030029296875
"$aman.txt
=?$drake.txt",C-SIM,0.7037037037037037,C-SIM,0.043212890625
"$countme.mp3
=?$animalHouse.txt",C-SIM,0.5222222222222223,C-SIM,0.0439453125
"$romdon.txt
=?$aman.txt",C-SIM,0.7651515151515151,C-SIM,0.031005859375
"$drake.txt
=?$potter.txt",C-SIM,0.6222222222222222,C-SIM,0.06884765625
"$romdon.txt
=?$potter.txt",C-SIM,0.5181818181818182,C-SIM,0.0400390625
"$crossingSong.mp3
=?$pappar.txt",C-SIM,0.4392156862745098,C-SIM,0.036865234375
"$crossingSong.mp3
=?$crossingSong.mp3",C-SIM,0.9882352941176471,C-SIM,0.0322265625
"$musicTest.mp4
=?$countme.mp3",C-SIM,0.6829004329004329,C-SIM,0.02197265625
"$potter.txt
=?$recipe.txt",C-SIM,0.5484848484848485,C-SIM,0.028076171875
"$musicTest.mp4
=?$recipe.txt",C-SIM,0.48571428571428577,C-SIM,0.037109375
"$crossingSong.mp3
=?$aman.txt",C-SIM,0.3946078431372549,C-SIM,0.027099609375
"$crossingSong.mp3
=?$animalHouse.txt",C-SIM,0.40915032679738567,C-SIM,0.02099609375
"$drake.txt
=?$pappar.txt",C-SIM,0.6777777777777777,C-SIM,0.02587890625
"$romdon.txt
=?$musicTest.mp4",C-SIM,0.3900543900543901,C-SIM,0.02001953125
"$musicTest.mp4
=?$recipe.txt",C-SIM,0.48571428571428577,C-SIM,0.0390625
"$crossingSong.mp3
=?$countme.mp3",C-SIM,0.6827094474153297,C-SIM,0.02001953125
"$aman.txt
=?$romdon.txt",C-SIM,0.7555555555555555,C-SIM,0.02197265625
"$musicTest.mp4
=?$recipe.txt",C-SIM,0.48571428571428577,C-SIM,0.02783203125
"$crossingSong.mp3
=?$countme.mp3",C-SIM,0.6827094474153297,C-SIM,0.033935546875
"$musicTest.mp4
=?$aman.txt",C-SIM,0.41865079365079366,C-SIM,0.046142578125
"343434
",SA,ham,spam/ham,4.5859375
"f
",SA,ham,spam/ham,2.904052734375
"f
",LP,"[da:0.8571383688091445, en:0.14286163112848188]",spam/ham,1425.546875
"f
",GL,da,spam/ham,125.12890625
"f
",SA,ham,spam/ham,5.126953125
"f
",LP,"[da:0.8571383688091445, en:0.14286163112848188]",spam/ham,132.14697265625
"f
",GL,da,spam/ham,198.3330078125
"£££
",SA,ham,spam/ham,5.863037109375
"£££
",LP,[cy:0.9999938899268921],spam/ham,2.711181640625
"£££
",GL,cy,spam/ham,2.286865234375
"---
",SA,ham,spam/ham,14.095947265625
"ssss
",SA,ham,spam/ham,3.43994140625
"ssss
",LP,"[fi:0.5714260140225865, en:0.4285708357159308]",spam/ham,842.558837890625
"ssss
",GL,fi,spam/ham,18.141845703125
"ssssss
",SA,ham,spam/ham,3.606201171875
"ssssss
",LP,[fi:0.9999949343575306],spam/ham,20.22119140625
"ssssss
",GL,fi,spam/ham,18.989990234375
"sssssss
",SA,ham,spam/ham,3.653076171875
"sssssss
",LP,[fi:0.999995434635818],spam/ham,11.22314453125
"sssssss
",GL,fi,spam/ham,10.132080078125
"ssss
",SA,ham,spam/ham,4.129150390625
"ssss
",LP,"[fi:0.5714260140225865, en:0.4285708357159308]",spam/ham,23.884033203125
"ssss
",GL,fi,spam/ham,27.988037109375
"xxxxx
",SA,ham,spam/ham,5.364013671875
"xxxxx
",LP,[so:0.999999923902355],spam/ham,906.123046875
"xxxxx
",GL,so,spam/ham,2.556884765625
"sssss
",SA,ham,spam/ham,2.884033203125
"sssss
",LP,"[fi:0.8571390836160767, en:0.14286047557415021]",spam/ham,18.1669921875
"sssss
",GL,fi,spam/ham,26.611083984375
"ssss
",SA,ham,spam/ham,3.76318359375
"ssss
",LP,"[fi:0.5714260140225865, en:0.4285708357159308]",spam/ham,19.841064453125
"ssss
",GL,fi,spam/ham,24.784912109375
"111
",SA,ham,spam/ham,2.7099609375
"dfdf
",SA,ham,spam/ham,3.40185546875
"dfdf
",LP,[cy:0.9999955907193221],spam/ham,589.676025390625
"dfdf
",GL,cy,spam/ham,2.659912109375
"dfdfdfdf
",SA,ham,spam/ham,3.010009765625
"dfdfdfdf
",LP,[cy:0.9999960543136839],spam/ham,3.407958984375
"dfdfdfdf
",GL,cy,spam/ham,4.48095703125
"dfdfdsds
",SA,ham,spam/ham,4.87109375
"dfdfdsds
",LP,[da:0.999995471397914],spam/ham,20.18603515625
"dfdfdsds
",GL,da,spam/ham,16.996826171875
"dfdfdf
",SA,ham,spam/ham,2.31591796875
"dfdfdf
",LP,[cy:0.9999948048529443],spam/ham,2.9931640625
"dfdfdf
",GL,cy,spam/ham,4.6650390625
"-
",SA,ham,spam/ham,3.37109375
"efefef-
",SA,ham,spam/ham,4.053955078125
"efefef-
",LP,[cy:0.9999968737061097],spam/ham,699.632080078125
"efefef-
",GL,cy,spam/ham,3.06689453125
"--efef-
",SA,ham,spam/ham,3.6279296875
"--efef-
",LP,[cy:0.9999982611213274],spam/ham,5.205078125
"--efef-
",GL,cy,spam/ham,3.2099609375
"efef---
",SA,ham,spam/ham,3.759033203125
"efef---
",LP,[cy:0.9999982611213274],spam/ham,5.696044921875
"efef---
",GL,cy,spam/ham,4.576904296875
"efefef-
",SA,ham,spam/ham,2.93603515625
"efefef-
",LP,[cy:0.9999968737061097],spam/ham,2.779052734375
"efefef-
",GL,cy,spam/ham,2.451904296875
"---
",SA,ham,spam/ham,2.451171875
"sdsdsd
",SA,ham,spam/ham,2.941162109375
"sdsdsd
",LP,[sv:0.9999931466381466],spam/ham,600.51904296875
"sdsdsd
",GL,sv,spam/ham,7.908935546875
"sdsdsss
",SA,ham,spam/ham,2.410888671875
"sdsdsss
",LP,[sv:0.9999930190829329],spam/ham,11.93896484375
"sdsdsss
",GL,sv,spam/ham,10.48291015625
"dsdsdsd
",SA,ham,spam/ham,3.30615234375
"dsdsdsd
",LP,[sv:0.9999930637162849],spam/ham,44.309814453125
"dsdsdsd
",GL,sv,spam/ham,34.801025390625
"----
",SA,ham,spam/ham,2.2529296875
"----
",LP,error,spam/ham,0
"dfdf
",SA,ham,spam/ham,3.757080078125
"dfdf
",LP,[cy:0.9999955907193221],spam/ham,654.903076171875
"dfdf
",GL,cy,spam/ham,2.60009765625
"ddfdf
",SA,ham,spam/ham,2.4599609375
"ddfdf
",LP,[cy:0.9999979314894776],spam/ham,2.844970703125
"ddfdf
",GL,cy,spam/ham,3.44287109375
"--
",SA,ham,spam/ham,2.93212890625
"--
",LP,error,spam/ham,0
"--
",GL,error,spam/ham,0
"------
",SA,ham,spam/ham,3.010986328125
"------
",LP,error,spam/ham,0
"------
",GL,error,spam/ham,0
"-dddd
",SA,ham,spam/ham,3.14501953125
"-dddd
",LP,[cy:0.9999968474351199],spam/ham,1.282958984375
"-dddd
",GL,cy,spam/ham,1.4990234375
"asdsdsd
",SA,ham,spam/ham,2.922119140625
"asdsdsd
",LP,[af:0.9999963123873573],spam/ham,11.1240234375
"asdsdsd
",GL,af,spam/ham,9.3720703125
"sdsd---
",SA,ham,spam/ham,2.977783203125
"sdsd---
",LP,[sv:0.9999939036124846],spam/ham,11.18310546875
"sdsd---
",GL,sv,spam/ham,10.205078125
"sdsdsdsd-
",SA,ham,spam/ham,3.568115234375
"sdsdsdsd-
",LP,[sv:0.99999375501774],spam/ham,13.14501953125
"sdsdsdsd-
",GL,sv,spam/ham,10.9619140625
"sdsdsds---
",SA,ham,spam/ham,3.912109375
"sdsdsds---
",LP,[sv:0.999992786805254],spam/ham,16.218017578125
"sdsdsds---
",GL,sv,spam/ham,15.7470703125
"sdsdsdjsndsk-
",SA,ham,spam/ham,2.837890625
"sdsdsdjsndsk-
",LP,"[sv:0.6094404231566697, da:0.3905595768433303]",spam/ham,83.431884765625
"sdsdsdjsndsk-
",GL,sv,spam/ham,47.22802734375
"sd-----
",SA,ham,spam/ham,4.445068359375
"sd-----
",LP,[sv:0.9999930253228627],spam/ham,13.341064453125
"sd-----
",GL,sv,spam/ham,12.40283203125
"sdsdhvhbsd----
",SA,ham,spam/ham,2.658935546875
"sdsdhvhbsd----
",LP,[da:0.9999950331261873],spam/ham,21.587890625
"sdsdhvhbsd----
",GL,da,spam/ham,14.8681640625
"sds---sd
",SA,ham,spam/ham,3.087158203125
"sds---sd
",LP,[sv:0.9999940015551405],spam/ham,10.578125
"sds---sd
",GL,sv,spam/ham,8.739013671875
